game_id,me_playing,my_board_nb_creatures,my_board_total_attack,my_board_total_health,my_class,my_hand,my_health,opponent_board_nb_creatures,opponent_board_total_attack,opponent_board_total_health,opponent_class,opponent_hand,opponent_health,result,turn_id,turns_to_end
434,False,0,0.0,0.0,Mage,5,30,2,6.0,3.0,Warlock,3,27,0,1,10
434,True,2,4.0,6.0,Mage,3,30,2,6.0,3.0,Warlock,3,27,0,2,9
434,False,0,0.0,0.0,Mage,3,29,1,2.0,4.0,Warlock,3,27,0,3,8
434,True,1,3.0,4.0,Mage,3,29,1,2.0,4.0,Warlock,3,27,0,4,7
434,False,0,0.0,0.0,Mage,3,29,4,9.0,7.0,Warlock,2,27,0,5,6
434,True,0,0.0,0.0,Mage,3,29,5,7.0,5.0,Warlock,2,27,0,6,5
434,False,0,0.0,0.0,Mage,3,23,6,11.0,10.0,Warlock,2,27,0,7,4
434,True,1,3.0,3.0,Mage,3,23,5,9.0,9.0,Warlock,2,27,0,8,3
434,False,0,0.0,0.0,Mage,3,16,5,10.0,12.0,Warlock,1,27,0,9,2
434,True,2,7.0,7.0,Mage,2,16,5,10.0,12.0,Warlock,1,27,0,10,1
434,False,2,7.0,7.0,Mage,2,16,5,10.0,8.0,Warlock,2,27,0,11,0
1571,True,1,2.0,2.0,Paladin,3,30,1,1.0,2.0,Paladin,5,30,0,1,6
1571,False,1,2.0,2.0,Paladin,3,27,1,3.0,4.0,Paladin,4,30,0,2,5
1571,True,3,4.0,5.0,Paladin,3,27,1,6.0,6.0,Paladin,4,30,0,3,4
1571,False,3,6.0,7.0,Paladin,3,19,2,11.0,12.0,Paladin,2,30,0,4,3
1571,True,3,9.0,9.0,Paladin,3,19,2,14.0,14.0,Paladin,2,25,0,5,2
1571,False,3,9.0,9.0,Paladin,3,5,3,15.0,15.0,Paladin,3,25,0,6,1
1571,True,3,9.0,9.0,Paladin,4,5,3,15.0,15.0,Paladin,3,25,0,7,0
1256,False,0,0.0,0.0,Mage,4,30,1,3.0,2.0,Priest,4,29,0,1,14
1256,True,0,0.0,0.0,Mage,4,30,0,0.0,0.0,Priest,4,29,0,2,13
1256,False,0,0.0,0.0,Mage,4,30,2,2.0,5.0,Priest,3,29,0,3,12
1256,True,1,2.0,2.0,Mage,4,30,2,2.0,5.0,Priest,3,28,0,4,11
1256,False,0,0.0,0.0,Mage,4,29,3,8.0,7.0,Priest,3,28,0,5,10
1256,True,0,0.0,0.0,Mage,5,29,2,5.0,6.0,Priest,3,28,0,6,9
1256,False,0,0.0,0.0,Mage,5,24,3,8.0,11.0,Priest,3,28,0,7,8
1256,True,1,3.0,5.0,Mage,5,24,3,8.0,11.0,Priest,3,28,0,8,7
1256,False,0,0.0,0.0,Mage,5,21,4,12.0,11.0,Priest,3,28,0,9,6
1256,True,1,4.0,2.0,Mage,5,21,5,13.0,12.0,Priest,3,28,0,10,5
1256,False,1,4.0,2.0,Mage,5,8,5,13.0,13.0,Priest,4,28,0,11,4
1256,True,0,0.0,0.0,Mage,5,8,3,5.0,4.0,Priest,4,28,0,12,3
1256,False,0,0.0,0.0,Mage,5,3,4,9.0,8.0,Priest,4,28,0,13,2
1256,True,1,4.0,5.0,Mage,5,3,3,9.0,7.0,Priest,4,28,0,14,1
1256,False,1,4.0,5.0,Mage,5,-2,2,7.0,6.0,Priest,5,28,0,15,0
481,True,2,3.0,5.0,Mage,3,30,0,0.0,0.0,Warrior,6,29,1,1,16
481,False,1,2.0,2.0,Mage,3,30,0,0.0,0.0,Warrior,5,29,1,2,15
481,True,3,7.0,7.0,Mage,2,30,0,0.0,0.0,Warrior,5,29,1,3,14
481,False,3,7.0,7.0,Mage,2,30,1,1.0,4.0,Warrior,5,29,1,4,13
481,True,5,10.0,8.0,Mage,1,30,0,0.0,0.0,Warrior,5,28,1,5,12
481,False,4,8.0,5.0,Mage,1,30,0,0.0,0.0,Warrior,5,26,1,6,11
481,True,5,10.0,8.0,Mage,1,30,0,0.0,0.0,Warrior,5,17,1,7,10
481,False,1,2.0,1.0,Mage,3,30,1,3.0,5.0,Warrior,5,15,1,8,9
481,True,1,3.0,4.0,Mage,3,30,1,3.0,3.0,Warrior,5,14,1,9,8
481,False,0,0.0,0.0,Mage,3,27,1,3.0,3.0,Warrior,5,13,1,10,7
481,True,0,0.0,0.0,Mage,3,27,1,3.0,3.0,Warrior,5,9,1,11,6
481,False,1,1.0,3.0,Mage,3,24,2,4.0,6.0,Warrior,5,9,1,12,5
481,True,2,6.0,8.0,Mage,4,24,2,4.0,5.0,Warrior,5,9,1,13,4
481,False,0,0.0,0.0,Mage,4,21,3,8.0,5.0,Warrior,6,9,1,14,3
481,True,2,9.0,7.0,Mage,3,21,2,5.0,4.0,Warrior,7,9,1,15,2
481,False,0,0.0,0.0,Mage,3,18,2,5.0,2.0,Warrior,6,9,1,16,1
481,True,0,0.0,0.0,Mage,2,18,2,5.0,2.0,Warrior,6,0,1,17,0
1356,True,0,0.0,0.0,Mage,4,30,0,0.0,0.0,Paladin,4,30,0,1,19
1356,False,0,0.0,0.0,Mage,4,30,1,1.0,1.0,Paladin,5,30,0,2,18
1356,True,1,3.0,2.0,Mage,4,30,1,1.0,1.0,Paladin,5,30,0,3,17
1356,False,0,0.0,0.0,Mage,4,30,3,3.0,3.0,Paladin,5,27,0,4,16
1356,True,1,3.0,2.0,Mage,3,30,3,3.0,3.0,Paladin,5,27,0,5,15
1356,False,0,0.0,0.0,Mage,3,29,2,4.0,3.0,Paladin,5,24,0,6,14
1356,True,1,3.0,5.0,Mage,3,29,2,4.0,3.0,Paladin,5,24,0,7,13
1356,False,1,1.0,2.0,Mage,3,28,1,3.0,4.0,Paladin,5,21,0,8,12
1356,True,1,1.0,2.0,Mage,3,28,0,0.0,0.0,Paladin,5,20,0,9,11
1356,False,1,1.0,2.0,Mage,3,28,3,5.0,6.0,Paladin,5,20,0,10,10
1356,True,2,6.0,5.0,Mage,2,28,1,1.0,1.0,Paladin,5,20,0,11,9
1356,False,0,0.0,0.0,Mage,2,25,1,1.0,1.0,Paladin,4,20,0,12,8
1356,True,0,0.0,0.0,Mage,3,25,0,0.0,0.0,Paladin,4,20,0,13,7
1356,False,0,0.0,0.0,Mage,3,25,2,7.0,7.0,Paladin,4,20,0,14,6
1356,True,1,5.0,1.0,Mage,4,25,2,7.0,7.0,Paladin,4,20,0,15,5
1356,False,1,7.0,4.0,Mage,4,18,5,17.0,17.0,Paladin,4,20,0,16,4
1356,True,4,13.0,12.0,Mage,1,18,4,13.0,12.0,Paladin,4,19,0,17,3
1356,False,2,9.0,5.0,Mage,1,8,3,17.0,16.0,Paladin,2,19,0,18,2
1356,True,3,9.0,5.0,Mage,1,16,2,14.0,12.0,Paladin,2,19,0,19,1
1356,False,3,9.0,5.0,Mage,1,0,2,16.0,14.0,Paladin,3,19,0,20,0
2057,False,1,3.0,3.0,Hunter,4,27,2,4.0,4.0,Mage,3,30,0,1,13
2057,True,1,3.0,2.0,Hunter,4,27,2,4.0,4.0,Mage,3,30,0,2,12
2057,False,3,3.0,3.0,Hunter,4,26,2,3.0,8.0,Mage,3,30,0,3,11
2057,True,1,3.0,2.0,Hunter,3,26,0,0.0,0.0,Mage,3,30,0,4,10
2057,False,1,3.0,2.0,Hunter,3,26,1,4.0,3.0,Mage,3,30,0,5,9
2057,True,1,2.0,2.0,Hunter,3,26,1,1.0,2.0,Mage,3,30,0,6,8
2057,False,1,2.0,1.0,Hunter,3,26,1,4.0,3.0,Mage,3,30,0,7,7
2057,True,2,5.0,3.0,Hunter,3,26,1,4.0,3.0,Mage,3,26,0,8,6
2057,False,0,0.0,0.0,Hunter,3,26,2,7.0,5.0,Mage,3,26,0,9,5
2057,True,1,5.0,5.0,Hunter,3,26,2,7.0,5.0,Mage,3,26,0,10,4
2057,False,0,0.0,0.0,Hunter,3,22,2,7.0,6.0,Mage,3,26,0,11,3
2057,True,3,9.0,9.0,Hunter,3,22,2,7.0,6.0,Mage,3,26,0,12,2
2057,False,2,2.0,2.0,Hunter,3,22,5,15.0,15.0,Mage,1,26,0,13,1
2057,True,2,2.0,2.0,Hunter,4,22,5,15.0,15.0,Mage,1,26,0,14,0
1819,False,0,0.0,0.0,Paladin,4,30,1,2.0,2.0,Warlock,3,30,0,1,18
1819,True,1,2.0,1.0,Paladin,4,30,1,2.0,2.0,Warlock,3,30,0,2,17
1819,False,1,2.0,1.0,Paladin,4,28,2,5.0,6.0,Warlock,3,30,0,3,16
1819,True,1,2.0,2.0,Paladin,4,28,1,2.0,4.0,Warlock,3,30,0,4,15
1819,False,0,0.0,0.0,Paladin,4,27,3,6.0,4.0,Warlock,2,30,0,5,14
1819,True,0,0.0,0.0,Paladin,4,27,0,0.0,0.0,Warlock,2,28,0,6,13
1819,False,0,0.0,0.0,Paladin,4,27,0,0.0,0.0,Warlock,4,26,0,7,12
1819,True,4,4.0,4.0,Paladin,4,27,0,0.0,0.0,Warlock,4,25,0,8,11
1819,False,3,3.0,3.0,Paladin,4,27,5,5.0,7.0,Warlock,3,25,0,9,10
1819,True,4,4.0,4.0,Paladin,4,26,0,0.0,0.0,Warlock,3,20,0,10,9
1819,False,4,4.0,4.0,Paladin,4,26,3,9.0,9.0,Warlock,3,20,0,11,8
1819,True,5,5.0,5.0,Paladin,3,23,0,0.0,0.0,Warlock,3,18,0,12,7
1819,False,0,0.0,0.0,Paladin,3,20,1,3.0,4.0,Warlock,2,15,0,13,6
1819,True,1,1.0,1.0,Paladin,3,20,1,3.0,2.0,Warlock,2,8,0,14,5
1819,False,0,0.0,0.0,Paladin,3,17,6,11.0,11.0,Warlock,1,8,0,15,4
1819,True,3,8.0,4.0,Paladin,1,17,5,9.0,7.0,Warlock,1,8,0,16,3
1819,False,0,0.0,0.0,Paladin,1,13,4,9.0,12.0,Warlock,0,8,0,17,2
1819,True,2,2.0,2.0,Paladin,1,13,3,7.0,10.0,Warlock,0,8,0,18,1
1819,False,2,2.0,2.0,Paladin,1,4,4,20.0,21.0,Warlock,0,8,0,19,0
1878,True,1,2.0,1.0,Rogue,4,30,0,0.0,0.0,Warrior,5,30,0,1,22
1878,False,0,0.0,0.0,Rogue,5,30,1,2.0,2.0,Warrior,5,30,0,2,21
1878,True,0,0.0,0.0,Rogue,6,30,1,2.0,2.0,Warrior,5,30,0,3,20
1878,False,0,0.0,0.0,Rogue,6,28,1,2.0,2.0,Warrior,6,30,0,4,19
1878,True,1,4.0,3.0,Rogue,6,28,1,2.0,2.0,Warrior,6,30,0,5,18
1878,False,1,4.0,3.0,Rogue,6,22,1,2.0,2.0,Warrior,6,30,0,6,17
1878,True,2,7.0,6.0,Rogue,6,30,1,2.0,2.0,Warrior,6,30,0,7,16
1878,False,1,4.0,2.0,Rogue,6,26,0,0.0,0.0,Warrior,6,30,0,8,15
1878,True,1,4.0,2.0,Rogue,9,26,0,0.0,0.0,Warrior,6,28,0,9,14
1878,False,1,4.0,2.0,Rogue,9,22,1,5.0,5.0,Warrior,6,28,0,10,13
1878,True,4,9.0,9.0,Rogue,7,22,0,0.0,0.0,Warrior,7,24,0,11,12
1878,False,1,4.0,1.0,Rogue,7,22,2,6.0,8.0,Warrior,8,21,0,12,11
1878,True,2,4.0,4.0,Rogue,6,22,0,0.0,0.0,Warrior,8,21,0,13,10
1878,False,2,4.0,4.0,Rogue,6,22,1,5.0,5.0,Warrior,8,21,0,14,9
1878,True,3,9.0,9.0,Rogue,5,22,0,0.0,0.0,Warrior,8,21,0,15,8
1878,False,3,9.0,9.0,Rogue,5,22,4,12.0,14.0,Warrior,7,21,0,16,7
1878,True,1,4.0,2.0,Rogue,3,22,0,0.0,0.0,Warrior,7,10,0,17,6
1878,False,1,4.0,2.0,Rogue,3,22,2,8.0,10.0,Warrior,6,10,0,18,5
1878,True,2,6.0,4.0,Rogue,4,22,1,5.0,5.0,Warrior,7,10,0,19,4
1878,False,1,2.0,2.0,Rogue,4,17,2,13.0,13.0,Warrior,6,15,0,20,3
1878,True,2,7.0,7.0,Rogue,4,17,1,8.0,6.0,Warrior,6,15,0,21,2
1878,False,2,7.0,7.0,Rogue,4,6,3,16.0,16.0,Warrior,5,15,0,22,1
1878,True,3,15.0,7.0,Rogue,3,-2,2,13.0,7.0,Warrior,5,15,0,23,0
1220,False,1,1.0,2.0,Hunter,4,29,2,4.0,3.0,Paladin,3,30,0,1,18
1220,True,2,3.0,2.0,Hunter,4,29,2,4.0,3.0,Paladin,3,30,0,2,17
1220,False,1,1.0,1.0,Hunter,4,24,3,9.0,5.0,Paladin,2,30,0,3,16
1220,True,2,2.0,2.0,Hunter,4,21,1,2.0,2.0,Paladin,2,30,0,4,15
1220,False,2,2.0,2.0,Hunter,4,19,2,3.0,3.0,Paladin,3,30,0,5,14
1220,True,1,1.0,1.0,Hunter,4,19,2,3.0,3.0,Paladin,3,27,0,6,13
1220,False,0,0.0,0.0,Hunter,4,19,1,1.0,1.0,Paladin,4,25,0,7,12
1220,True,2,6.0,6.0,Hunter,3,19,1,1.0,1.0,Paladin,4,22,0,8,11
1220,False,2,6.0,6.0,Hunter,3,18,5,8.0,5.0,Paladin,2,22,0,9,10
1220,True,4,12.0,9.0,Hunter,2,16,2,3.0,2.0,Paladin,2,22,0,10,9
1220,False,2,9.0,7.0,Hunter,3,12,4,7.0,5.0,Paladin,1,22,0,11,8
1220,True,4,15.0,12.0,Hunter,2,12,3,4.0,3.0,Paladin,1,18,0,12,7
1220,False,0,0.0,0.0,Hunter,2,7,3,8.0,3.0,Paladin,0,18,0,13,6
1220,True,1,4.0,2.0,Hunter,4,7,0,0.0,0.0,Paladin,0,18,0,14,5
1220,False,0,0.0,0.0,Hunter,4,7,1,1.0,1.0,Paladin,0,14,0,15,4
1220,True,3,10.0,6.0,Hunter,2,7,1,1.0,1.0,Paladin,0,14,0,16,3
1220,False,2,6.0,5.0,Hunter,2,6,5,5.0,5.0,Paladin,0,10,0,17,2
1220,True,3,12.0,9.0,Hunter,2,6,4,4.0,4.0,Paladin,0,4,0,18,1
1220,False,3,12.0,9.0,Hunter,2,0,4,7.0,4.0,Paladin,0,4,0,19,0
976,True,2,5.0,6.0,Shaman,3,30,1,1.0,1.0,Paladin,5,30,1,1,13
976,False,1,2.0,2.0,Shaman,3,30,2,6.0,3.0,Paladin,3,30,1,2,12
976,True,1,3.0,4.0,Shaman,3,30,1,2.0,2.0,Paladin,3,30,1,3,11
976,False,1,3.0,4.0,Shaman,3,27,2,4.0,7.0,Paladin,2,30,1,4,10
976,True,2,3.0,5.0,Shaman,4,27,1,3.0,4.0,Paladin,2,30,1,5,9
976,False,0,0.0,0.0,Shaman,4,27,1,3.0,4.0,Paladin,2,27,1,6,8
976,True,1,4.0,2.0,Shaman,4,27,1,3.0,4.0,Paladin,2,27,1,7,7
976,False,1,4.0,2.0,Shaman,4,24,2,7.0,9.0,Paladin,1,27,1,8,6
976,True,4,14.0,14.0,Shaman,3,24,1,4.0,5.0,Paladin,1,27,1,9,5
976,False,3,9.0,9.0,Shaman,3,24,2,6.0,6.0,Paladin,0,25,1,10,4
976,True,5,16.0,17.0,Shaman,2,24,0,0.0,0.0,Paladin,0,25,1,11,3
976,False,4,11.0,16.0,Shaman,2,18,1,2.0,1.0,Paladin,0,25,1,12,2
976,True,7,18.0,18.0,Shaman,1,18,0,0.0,0.0,Paladin,0,22,1,13,1
976,False,7,18.0,20.0,Shaman,1,18,0,0.0,0.0,Paladin,1,22,1,14,0
1991,False,0,0.0,0.0,Warlock,5,30,0,0.0,0.0,Rogue,5,28,1,1,13
1991,True,1,0.0,2.0,Warlock,5,30,0,0.0,0.0,Rogue,5,26,1,2,12
1991,False,1,0.0,2.0,Warlock,5,29,0,0.0,0.0,Rogue,6,26,1,3,11
1991,True,3,3.0,6.0,Warlock,4,27,0,0.0,0.0,Rogue,6,26,1,4,10
1991,False,1,0.0,2.0,Warlock,4,27,1,3.0,3.0,Rogue,5,25,1,5,9
1991,True,3,2.0,4.0,Warlock,4,27,1,3.0,1.0,Rogue,5,23,1,6,8
1991,False,0,0.0,0.0,Warlock,4,27,1,3.0,1.0,Rogue,6,19,1,7,7
1991,True,2,6.0,4.0,Warlock,3,27,0,0.0,0.0,Rogue,6,19,1,8,6
1991,False,1,3.0,2.0,Warlock,3,27,1,4.0,3.0,Rogue,5,18,1,9,5
1991,True,6,9.0,7.0,Warlock,2,27,0,0.0,0.0,Rogue,5,15,1,10,4
1991,False,5,6.0,5.0,Warlock,2,27,0,0.0,0.0,Rogue,8,15,1,11,3
1991,True,7,10.0,12.0,Warlock,1,27,0,0.0,0.0,Rogue,8,8,1,12,2
1991,False,5,7.0,7.0,Warlock,2,24,1,3.0,3.0,Rogue,6,8,1,13,1
1991,True,6,7.0,9.0,Warlock,3,22,1,3.0,3.0,Rogue,6,1,1,14,0
966,True,1,1.0,2.0,Shaman,4,30,2,2.0,6.0,Priest,3,30,0,1,2
966,False,1,1.0,1.0,Shaman,4,29,2,2.0,6.0,Priest,6,30,0,2,1
966,True,1,1.0,1.0,Shaman,4,29,2,2.0,2.0,Priest,6,30,0,3,0
56,False,0,0.0,0.0,Druid,5,25,0,0.0,0.0,Hunter,4,30,1,1,13
56,True,1,4.0,3.0,Druid,4,25,0,0.0,0.0,Hunter,4,30,1,2,12
56,False,1,4.0,3.0,Druid,4,25,0,0.0,0.0,Hunter,4,30,1,3,11
56,True,2,6.0,5.0,Druid,4,25,0,0.0,0.0,Hunter,4,26,1,4,10
56,False,2,6.0,5.0,Druid,4,20,0,0.0,0.0,Hunter,4,26,1,5,9
56,True,2,7.0,2.0,Druid,4,19,0,0.0,0.0,Hunter,4,21,1,6,8
56,False,2,7.0,2.0,Druid,4,13,2,5.0,3.0,Hunter,3,21,1,7,7
56,True,3,10.0,11.0,Druid,4,13,1,2.0,1.0,Hunter,3,17,1,8,6
56,False,2,6.0,9.0,Druid,4,4,3,8.0,3.0,Hunter,1,17,1,9,5
56,True,3,9.0,10.0,Druid,4,4,1,2.0,1.0,Hunter,1,16,1,10,4
56,False,3,7.0,7.0,Druid,4,3,1,4.0,4.0,Hunter,0,16,1,11,3
56,True,3,7.0,7.0,Druid,4,3,0,0.0,0.0,Hunter,0,7,1,12,2
56,False,3,7.0,7.0,Druid,4,2,0,0.0,0.0,Hunter,0,7,1,13,1
56,True,5,15.0,14.0,Druid,5,2,0,0.0,0.0,Hunter,0,0,1,14,0
1658,False,1,1.0,2.0,Paladin,5,30,1,2.0,2.0,Mage,4,30,1,1,9
1658,True,2,5.0,5.0,Paladin,3,30,1,2.0,2.0,Mage,4,28,1,2,8
1658,False,2,5.0,5.0,Paladin,3,30,0,0.0,0.0,Mage,5,28,1,3,7
1658,True,4,7.0,8.0,Paladin,3,30,0,0.0,0.0,Mage,5,21,1,4,6
1658,False,3,4.0,6.0,Paladin,3,30,0,0.0,0.0,Mage,5,21,1,5,5
1658,True,4,8.0,9.0,Paladin,3,30,0,0.0,0.0,Mage,5,17,1,6,4
1658,False,4,8.0,9.0,Paladin,3,30,2,5.0,9.0,Mage,4,17,1,7,3
1658,True,3,13.0,8.0,Paladin,2,30,0,0.0,0.0,Mage,4,13,1,8,2
1658,False,3,13.0,8.0,Paladin,2,30,1,2.0,4.0,Mage,3,13,1,9,1
1658,True,3,15.0,9.0,Paladin,3,29,1,2.0,4.0,Mage,3,13,1,10,0
808,True,2,4.0,4.0,Priest,3,30,1,1.0,1.0,Paladin,4,30,0,1,14
808,False,2,4.0,4.0,Priest,3,26,2,6.0,3.0,Paladin,4,30,0,2,13
808,True,0,0.0,0.0,Priest,5,26,0,0.0,0.0,Paladin,4,30,0,3,12
808,False,0,0.0,0.0,Priest,5,26,1,2.0,2.0,Paladin,3,30,0,4,11
808,True,2,2.0,3.0,Priest,6,26,1,2.0,2.0,Paladin,3,30,0,5,10
808,False,2,2.0,3.0,Priest,6,24,2,6.0,5.0,Paladin,3,30,0,6,9
808,True,1,3.0,4.0,Priest,6,24,2,4.0,5.0,Paladin,3,30,0,7,8
808,False,0,0.0,0.0,Priest,6,22,3,5.0,6.0,Paladin,3,27,0,8,7
808,True,1,5.0,4.0,Priest,6,22,2,3.0,3.0,Paladin,3,27,0,9,6
808,False,1,5.0,4.0,Priest,6,19,3,9.0,9.0,Paladin,3,27,0,10,5
808,True,2,9.0,9.0,Priest,6,19,3,9.0,9.0,Paladin,3,27,0,11,4
808,False,1,4.0,3.0,Priest,6,8,2,9.0,9.0,Paladin,6,22,0,12,3
808,True,3,9.0,13.0,Priest,5,10,2,9.0,9.0,Paladin,6,22,0,13,2
808,False,1,4.0,3.0,Priest,5,8,3,13.0,9.0,Paladin,5,22,0,14,1
808,True,1,4.0,3.0,Priest,6,8,3,11.0,8.0,Paladin,5,22,0,15,0
262,True,0,0.0,0.0,Hunter,5,30,1,2.0,4.0,Priest,4,28,0,1,22
262,False,0,0.0,0.0,Hunter,5,28,1,2.0,6.0,Priest,5,28,0,2,21
262,True,1,2.0,1.0,Hunter,5,28,1,2.0,6.0,Priest,5,28,0,3,20
262,False,0,0.0,0.0,Hunter,5,28,2,2.0,7.0,Priest,6,28,0,4,19
262,True,2,8.0,3.0,Hunter,4,28,2,2.0,7.0,Priest,6,22,0,5,18
262,False,1,4.0,1.0,Hunter,4,28,2,3.0,7.0,Priest,7,22,0,6,17
262,True,1,3.0,1.0,Hunter,3,28,1,1.0,3.0,Priest,7,17,0,7,16
262,False,0,0.0,0.0,Hunter,3,25,1,3.0,7.0,Priest,6,17,0,8,15
262,True,1,2.0,1.0,Hunter,2,25,1,3.0,7.0,Priest,6,13,0,9,14
262,False,0,0.0,0.0,Hunter,2,25,2,6.0,11.0,Priest,6,15,0,10,13
262,True,0,0.0,0.0,Hunter,3,25,2,6.0,11.0,Priest,6,11,0,11,12
262,False,0,0.0,0.0,Hunter,3,19,2,6.0,7.0,Priest,7,11,0,12,11
262,True,1,1.0,1.0,Hunter,2,16,1,3.0,3.0,Priest,7,8,0,13,10
262,False,0,0.0,0.0,Hunter,2,16,2,6.0,7.0,Priest,7,10,0,14,9
262,True,2,5.0,6.0,Hunter,0,16,2,6.0,9.0,Priest,7,5,0,15,8
262,False,1,1.0,2.0,Hunter,0,16,2,9.0,7.0,Priest,7,7,0,16,7
262,True,2,2.0,4.0,Hunter,0,16,2,9.0,7.0,Priest,7,5,0,17,6
262,False,2,2.0,2.0,Hunter,0,14,2,9.0,7.0,Priest,7,9,0,18,5
262,True,2,2.0,2.0,Hunter,1,14,2,9.0,7.0,Priest,7,7,0,19,4
262,False,0,0.0,0.0,Hunter,1,14,3,13.0,9.0,Priest,8,9,0,20,3
262,True,1,2.0,1.0,Hunter,1,14,3,13.0,9.0,Priest,8,7,0,21,2
262,False,0,0.0,0.0,Hunter,1,4,3,12.0,10.0,Priest,8,5,0,22,1
262,True,0,0.0,0.0,Hunter,2,4,3,13.0,10.0,Priest,8,5,0,23,0
1703,False,1,2.0,2.0,Paladin,4,30,0,0.0,0.0,Priest,5,30,0,1,19
1703,True,2,3.0,3.0,Paladin,5,30,0,0.0,0.0,Priest,5,28,0,2,18
1703,False,1,2.0,2.0,Paladin,5,30,1,3.0,3.0,Priest,5,28,0,3,17
1703,True,2,3.0,2.0,Paladin,5,30,0,0.0,0.0,Priest,5,28,0,4,16
1703,False,2,3.0,2.0,Paladin,5,30,1,2.0,3.0,Priest,5,30,0,5,15
1703,True,2,3.0,2.0,Paladin,5,30,0,0.0,0.0,Priest,5,27,0,6,14
1703,False,0,0.0,0.0,Paladin,5,28,0,0.0,0.0,Priest,5,29,0,7,13
1703,True,2,3.0,2.0,Paladin,5,28,0,0.0,0.0,Priest,5,29,0,8,12
1703,False,2,3.0,2.0,Paladin,5,28,1,3.0,2.0,Priest,5,30,0,9,11
1703,True,3,6.0,3.0,Paladin,5,28,0,0.0,0.0,Priest,5,25,0,10,10
1703,False,0,0.0,0.0,Paladin,5,28,2,4.0,3.0,Priest,4,28,0,11,9
1703,True,1,1.0,1.0,Paladin,5,28,0,0.0,0.0,Priest,4,26,0,12,8
1703,False,0,0.0,0.0,Paladin,5,28,2,5.0,6.0,Priest,4,28,0,13,7
1703,True,0,0.0,0.0,Paladin,4,28,0,0.0,0.0,Priest,4,22,0,14,6
1703,False,0,0.0,0.0,Paladin,4,28,1,4.0,12.0,Priest,5,22,0,15,5
1703,True,5,10.0,5.0,Paladin,4,28,1,4.0,12.0,Priest,5,14,0,16,4
1703,False,0,0.0,0.0,Paladin,4,24,3,10.0,11.0,Priest,4,16,0,17,3
1703,True,4,7.0,5.0,Paladin,2,24,2,7.0,8.0,Priest,4,16,0,18,2
1703,False,0,0.0,0.0,Paladin,2,17,2,9.0,8.0,Priest,4,14,0,19,1
1703,True,0,0.0,0.0,Paladin,3,17,2,9.0,8.0,Priest,4,14,0,20,0
1977,True,3,9.0,4.0,Warlock,2,27,0,0.0,0.0,Warrior,6,25,0,1,15
1977,False,2,4.0,2.0,Warlock,2,27,0,0.0,0.0,Warrior,6,25,0,2,14
1977,True,3,7.0,4.0,Warlock,3,22,0,0.0,0.0,Warrior,6,21,0,3,13
1977,False,1,3.0,1.0,Warlock,3,22,1,1.0,2.0,Warrior,5,21,0,4,12
1977,True,2,3.0,3.0,Warlock,4,20,1,1.0,2.0,Warrior,5,16,0,5,11
1977,False,1,0.0,2.0,Warlock,4,20,0,0.0,0.0,Warrior,7,16,0,6,10
1977,True,2,1.0,5.0,Warlock,5,18,0,0.0,0.0,Warrior,7,16,0,7,9
1977,False,2,1.0,5.0,Warlock,5,18,1,2.0,4.0,Warrior,8,16,0,8,8
1977,True,3,8.0,12.0,Warlock,6,16,1,2.0,4.0,Warrior,8,16,0,9,7
1977,False,3,8.0,10.0,Warlock,6,16,2,3.0,6.0,Warrior,8,16,0,10,6
1977,True,6,12.0,13.0,Warlock,5,16,1,1.0,3.0,Warrior,8,16,0,11,5
1977,False,5,11.0,12.0,Warlock,5,16,2,6.0,7.0,Warrior,8,16,0,12,4
1977,True,7,15.0,15.0,Warlock,5,14,1,1.0,1.0,Warrior,8,6,0,13,3
1977,False,1,3.0,5.0,Warlock,5,14,4,11.0,9.0,Warrior,5,6,0,14,2
1977,True,3,10.0,11.0,Warlock,3,12,3,9.0,6.0,Warrior,5,6,0,15,1
1977,False,2,8.0,10.0,Warlock,3,0,5,20.0,14.0,Warrior,5,5,0,16,0
980,False,1,1.0,2.0,Shaman,4,30,1,0.0,2.0,Shaman,5,30,1,1,10
980,True,2,1.0,4.0,Shaman,4,30,1,0.0,1.0,Shaman,5,30,1,2,9
980,False,2,1.0,4.0,Shaman,4,30,2,2.0,5.0,Shaman,5,30,1,3,8
980,True,3,5.0,8.0,Shaman,4,30,1,2.0,4.0,Shaman,5,30,1,4,7
980,False,3,5.0,8.0,Shaman,4,27,2,10.0,11.0,Shaman,5,30,1,5,6
980,True,5,10.0,11.0,Shaman,4,27,0,0.0,0.0,Shaman,5,30,1,6,5
980,False,6,10.0,12.0,Shaman,4,27,0,0.0,0.0,Shaman,5,30,1,7,4
980,True,6,13.0,13.0,Shaman,4,27,0,0.0,0.0,Shaman,5,24,1,8,3
980,False,1,4.0,2.0,Shaman,4,27,1,4.0,2.0,Shaman,4,24,1,9,2
980,True,2,10.0,7.0,Shaman,4,27,0,0.0,0.0,Shaman,4,20,1,10,1
980,False,2,10.0,7.0,Shaman,4,27,0,0.0,0.0,Shaman,5,20,1,11,0
866,False,1,1.0,2.0,Priest,5,30,1,0.0,2.0,Warlock,4,30,1,1,5
866,True,2,3.0,7.0,Priest,5,30,1,0.0,2.0,Warlock,4,29,1,2,4
866,False,2,3.0,7.0,Priest,5,30,2,2.0,6.0,Warlock,4,29,1,3,3
866,True,2,5.0,8.0,Priest,5,30,1,0.0,2.0,Warlock,4,29,1,4,2
